Day2(午前),C1-1,雪だるま1,「おおっ！リスク承知で攻めるんすね！？ついていきますよリーダー！！」
Day2(午前),C1-1,雪だるま2,「慎重派だけど…あなたが言うなら、挑戦も悪くないかも…。」
Day2(午前),C1-1,トナカイ,「方針変更…合理的ではないが、あなたの覚悟があるなら従います。」
Day2(午前),C1-1,先輩サンタ,「うん、その“腹を括る力”。リーダーとして大事だよ。」
,,,
Day2 (午後),C1-2,雪だるま1,「みんなでやれば怖くないっすよね！がんばるっす！」
Day2 (午後),C1-2,雪だるま2,「うれしい…“一緒に”って言ってくれると安心する…。」
Day2 (午後),C1-2,トナカイ,「協力体制の強化は良い判断です。効率も上がるでしょう。」
Day2 (午後),C1-2,先輩サンタ,「支え合う力を大事にする…あたたかいリーダーだね。」
,,,
Day3(午前),C1-3,雪だるま1,「柔軟対応っすね！じゃあ俺も違う案考えてみるっす！」
Day3(午前),C1-3,雪だるま2,「…うん、焦らず方向転換できるのって心強いね。」
Day3(午前),C1-3,トナカイ,「状況判断力、素晴らしい。計画修正は必要です。」
Day3(午前),C1-3,先輩サンタ,「思い込みを捨てて対応する…いい選択だよ。」
,,,
Day3(午後),C1-4,雪だるま1,「うわっ、もっと面白く！？それ超ワクワクするっす！」
Day3(午後),C1-4,雪だるま2,「挑戦的だけど…前より良くなるならやってみたい…。」
Day3(午後),C1-4,トナカイ,「革新案ですか。リスク管理は必要ですが、可能性はあります。」
Day3(午後),C1-4,先輩サンタ,「攻めの改善…いいね。ワクワクを忘れないのは大事だよ。」
,,,
Day4(午前),C1-5,雪だるま1,「たしかに…ちょっとテンションで突っ走りすぎたっすね…。」
Day4(午前),C1-5,雪だるま2,「落ち着かせてくれてありがとう…整理すると安心するね。」
Day4(午前),C1-5,トナカイ,「計画整理の提案、非常にありがたい。冷静さは重要です。」
Day4(午前),C1-5,先輩サンタ,「うん、“落ち着きを与える”のもリーダーの力だよ。」
,,,
Day4(午後),C1-6,雪だるま1,「なら言います！俺、色が派手すぎると思うっす！」
Day4(午後),C1-6,雪だるま2,「小さな不安でも言っていいって…すごく安心するよ…。」
Day4(午後),C1-6,トナカイ,「フィードバック収集…合理的で助かります。」
Day4(午後),C1-6,先輩サンタ,「“声を拾う力”は、チームを強くするよ。」
,,,
Day5(午前),C1-7,雪だるま1,「よし！状況まとめたら見えてくるっすよね！」
Day5(午前),C1-7,雪だるま2,「…丁寧に整理してくれると、気持ちが落ち着く…。」
Day5(午前),C1-7,トナカイ,「最適化の判断プロセス、問題ありません。」
Day5(午前),C1-7,先輩サンタ,「“一緒に探す”姿勢がいいね。リーダーは伴走者でもあるんだ。」
