Day2(午前),E1-1,雪だるま1,「おお…！まさか全部ミックス！面白くなりそうっす！」
Day2(午前),E1-1,雪だるま2,「融合って素敵…みんなが納得できる形だね。」
Day2(午前),E1-1,トナカイ,「統合案はリスクもありますが…検討する価値はあります。」
Day2(午前),E1-1,先輩サンタ,「多様性を力に変える…良いリーダーの判断だよ。」
,,,
Day2 (午後),E1-2,雪だるま1,「そ、そうっすね…つい感情的になってました…。ごめんなさい。」
Day2 (午後),E1-2,雪だるま2,「そう言ってくれるだけで、すごく安心するよ…。」
Day2 (午後),E1-2,トナカイ,「尊重し合う空気、重要です。議論が建設的になります。」
Day2 (午後),E1-2,先輩サンタ,「尊重と成長…。良いチームが育っている証拠だね。」
,,,
Day3(午前),E1-3,雪だるま1,「…認められるって、こんなに力になるんすね。」
Day3(午前),E1-3,雪だるま2,「うん……ありがとう。前に進めそう。」
Day3(午前),E1-3,トナカイ,「努力の承認は士気向上に効果的です。進めましょう。」
Day3(午前),E1-3,先輩サンタ,「認めることで人は変わる。良い声掛けだね。」
,,,
Day3(午後),E1-4,雪だるま1,「リーダーが間に…助かるっす、正直どうしていいか分からなかった…！」
Day3(午後),E1-4,雪だるま2,「ありがとう…気まずい空気がちょっとほぐれたよ…。」
Day3(午後),E1-4,トナカイ,「第三者としての調整、合理的です。収束が早まります。」
Day3(午後),E1-4,先輩サンタ,「誰も置いていかない…その姿勢は素敵だよ。」
,,,
Day4(午前),E1-5,雪だるま1,「感情優先しちゃってたっすね…整理します！」
Day4(午前),E1-5,雪だるま2,「目的を思い出せば…落ち着けるね。」
Day4(午前),E1-5,トナカイ,「その通りです。合理的判断でいきましょう。」
Day4(午前),E1-5,先輩サンタ,「揺れた気持ちを戻す、良い声がけだね。」
,,,
Day4(午後),E1-6,雪だるま1,「……ふぅ……ちょっと落ち着いたっす。」
Day4(午後),E1-6,雪だるま2,「深呼吸、大事だね…ありがとう。」
Day4(午後),E1-6,トナカイ,「感情の鎮静化は合理的です。続行に支障がなくなります。」
Day4(午後),E1-6,先輩サンタ,「心を整えるのもリーダーの仕事だよ。」
,,,
Day5(午前),E1-7,雪だるま1,「確かに…違う意見から新しいアイデア出そう！」
Day5(午前),E1-7,雪だるま2,「対立じゃなくて、ヒントと考えるの素敵だね。」
Day5(午前),E1-7,トナカイ,「建設的再解釈…発想として有効です。」
Day5(午前),E1-7,先輩サンタ,「物語を前に進める良い視点だよ。」
