Day2(午前),I-1,雪だるま1,「まだ挑戦すんの！？…でも、なんかワクワクしてきたっす！」
Day2(午前),I-1,雪だるま2,「うん…このメンバーなら、もっと大きい夢も叶えられそう。」
Day2(午前),I-1,トナカイ,「前向きなビジョン、胸が熱くなります。次の計画にも参加します。」
Day2(午前),I-1,先輩サンタ,「君のようなリーダーがいれば、未来は明るいね。」
,,,
Day2 (午後),I-2,雪だるま1,「リーダー…！俺、もっと成長したくなったっす！」
Day2 (午後),I-2,雪だるま2,「経験を共有するって、ほんと大事だよね。ありがとう。」
Day2 (午後),I-2,トナカイ,「学びを次に繋げる姿勢…私も見習いたいと思います。」
Day2 (午後),I-2,先輩サンタ,「“経験を力に”か…いいまとめ方だね。チームがもっと強くなるよ。」
,,,
Day3(午前),I-3,雪だるま1,「一歩ずつってのがいいっすね！無理せず進める気がする！」
Day3(午前),I-3,雪だるま2,「うん…焦らなくていいんだって思える言葉だね。」
Day3(午前),I-3,トナカイ,「段階的成長、賛成です。着実に進めていきましょう。」
Day3(午前),I-3,先輩サンタ,「優しいのに前向き…君らしい言葉だよ。」
,,,
Day3(午後),I-4,雪だるま1,「うぉーー！！チーム最高！！リーダー最高！！」
Day3(午後),I-4,雪だるま2,「支え合うって言葉…なんか胸があったかくなるよ。」
Day3(午後),I-4,トナカイ,「チームという言葉を大切にする姿勢、尊敬します。」
Day3(午後),I-4,先輩サンタ,「“強いチーム”と言い切れるのは、良いリーダーの証拠だよ。」
,,,
Day4(午前),I-5,雪だるま1,「整理か…確かに、次に向けて動きやすくなるっすね！」
Day4(午前),I-5,雪だるま2,「こういう冷静な締め方も、すごくリーダーっぽいね。」
Day4(午前),I-5,トナカイ,「はい。データの整理から始めれば、次の改善点が見えます。」
Day4(午前),I-5,先輩サンタ,「終わった瞬間に次へ向ける視点…実にリーダーらしいよ。」
,,,
Day4(午後),I-6,雪だるま1,「確かに…前より自信ついた気がするっす！」
Day4(午後),I-6,雪だるま2,「成長を自覚するって、すごく大切なんだね…。」
Day4(午後),I-6,トナカイ,「自分の変化を言語化するのは良い習慣です。」
Day4(午後),I-6,先輩サンタ,「“成長”という言葉を選ぶあたり、優しさがにじみ出てるね。」
,,,
Day5(午前),I-7,雪だるま1,「リーダー…そんなこと言われたら泣いちゃうっす…」
Day5(午前),I-7,雪だるま2,「“このチームで”って言葉、すごく嬉しいよ…。」
Day5(午前),I-7,トナカイ,「次も共に…誇らしいです、リーダー。」
Day5(午前),I-7,先輩サンタ,「素敵な言葉だね。良いリーダーは“仲間への敬意”を忘れない。」
